Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price INR,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Option 3 Name,Variant Option 3 Value,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Image 6,Product Image 7,Product Tag 2,Product Image 8,Product Image 9,Product Image 10,Product Image 11,Product Image 12,Product Image 13,Product Image 14,Product Image 15,Product Image 16,Product Image 17
,golden-geometry,Golden Geometry,,"<p data-sourcepos=""1:1-1:47"">These pearl stud earrings are the perfect combination of minimalist elegance and geometric flair. The lustrous pearls are set in a simple, geometric design that is both modern and sophisticated. These earrings are versatile enough to be worn for any occasion, from a casual day out to a night on the town. </p>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_e92b5ed0-dd03-4db3-9577-5db03502b0b4.jpg?v=1717249044,,,,,,,,,,,,,ear,TRUE,,,Golden Geometry,Golden Geometry,,FALSE,TRUE,0.0,,,,,,,,699.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_e92b5ed0-dd03-4db3-9577-5db03502b0b4.jpg?v=1717249044,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_dc805098-5d87-4347-bdff-7046931989cb.jpg?v=1717249044,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_5f6d20e5-1c80-40ce-a272-872503a641bf.jpg?v=1717249166,,,,,,,,,,,,,,,
,green-set,Green Set,,<p>All things green </p>,published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/Express-collage_2.png?v=1728068544,,,,,,,,,,,,,combo,TRUE,,,Green Set,Green Set,,FALSE,TRUE,0.0,,,,,,,,2499.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/Express-collage_2.png?v=1728068544,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_4697ab8a-a626-4c39-8b3f-9ade45f2bd38.jpg?v=1726086867,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h26m00s932_845c87cc-e316-4857-a4c7-83aa39f8a7e1.png?v=1728068522,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h27m20s424.png?v=1728068521,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m58s359.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m30s971_b1d25bad-7f6c-4831-989f-1bf9abbc4994.png?v=1728068394,,set,,,,,,,,,,
,heart-cord-set,Heart Melt,,"<p><strong>Founder’s note :</strong><br>Sabrina Carpenter wore something like this, and yes—it’s giving. Not for the faint of heart. This heart drips attitude. It’s dramatic, it’s versatile, and it absolutely stands out. Doubles as a necklace and earring. Icon behavior. Gift it only if she’s got that edge.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,,,,,,,,,,,,,pendant,TRUE,,,fettuccine-1,fettuccine-1,,FALSE,TRUE,48.0,,,,,,,,799.0,Chose your style,Necklace,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1560.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1559.jpg?v=1748473116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm4.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm3.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1562.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1563.jpg?v=1748516798,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1565.jpg?v=1748516798,,,,,,,,,
,heart-cord-set,Heart Melt,,"<p><strong>Founder’s note :</strong><br>Sabrina Carpenter wore something like this, and yes—it’s giving. Not for the faint of heart. This heart drips attitude. It’s dramatic, it’s versatile, and it absolutely stands out. Doubles as a necklace and earring. Icon behavior. Gift it only if she’s got that edge.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,,,,,,,,,,,,,pendant,TRUE,,,fettuccine-2,fettuccine-2,,FALSE,TRUE,48.0,,,,,,,,999.0,Chose your style,Earrings,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1560.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1559.jpg?v=1748473116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm4.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm3.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1562.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1563.jpg?v=1748516798,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1565.jpg?v=1748516798,,,,,,,,,
,heart-cord-set,Heart Melt,,"<p><strong>Founder’s note :</strong><br>Sabrina Carpenter wore something like this, and yes—it’s giving. Not for the faint of heart. This heart drips attitude. It’s dramatic, it’s versatile, and it absolutely stands out. Doubles as a necklace and earring. Icon behavior. Gift it only if she’s got that edge.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,,,,,,,,,,,,,pendant,TRUE,,,fettuccine-3,fettuccine-3,,FALSE,TRUE,48.0,,,,,,,,1399.0,Chose your style,Necklace + Earrings,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1560.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1559.jpg?v=1748473116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm4.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm3.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1562.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1563.jpg?v=1748516798,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1565.jpg?v=1748516798,,,,,,,,,
,heart-cord-set,Heart Melt,,"<p><strong>Founder’s note :</strong><br>Sabrina Carpenter wore something like this, and yes—it’s giving. Not for the faint of heart. This heart drips attitude. It’s dramatic, it’s versatile, and it absolutely stands out. Doubles as a necklace and earring. Icon behavior. Gift it only if she’s got that edge.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,,,,,,,,,,,,,pendant,TRUE,,,fettuccine-4,fettuccine-4,,FALSE,TRUE,48.0,,,,,,,,99.0,Chose your style,Extra Rope,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1560.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1559.jpg?v=1748473116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm4.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm3.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1562.jpg?v=1748516798,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1563.jpg?v=1748516798,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1565.jpg?v=1748516798,,,,,,,,,
,justagirl,I'm Just a Girl,,"<p>We are simple girls, we see pearl we buy it, that's all there is to these pearl earrings🎀</p>
<p>These are waterproof, anti-tarnish and cute as ever. One of our crowd favorites.</p>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1-2.jpg?v=1725918446,,,,,,,,,,,,,ear,TRUE,,,IJAG - Rose Gold,IJAG - Rose Gold,,FALSE,TRUE,0.0,,,,,,,,999.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1-2.jpg?v=1725918446,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_12d089b0-ac5f-4feb-9e5f-c4da4b01d1c6.jpg?v=1725917226,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_a8a26d03-30ee-4d66-a93f-e5a02f3c4b7e.jpg?v=1725917300,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8859.heic?v=1725877127,,,,,,,,,,,,,,
,loop,Loop,,<p><strong>Founder’s note :</strong><br>You’ve definitely seen this on your feed—and now it’s here. The perfect everyday stack. Two-in-one and super easy to style. Makes a fab gift for that friend who always wants to be in trend.</p>,published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1531.jpg?v=1744478357,,,,,,,,,,,,,bracelet,TRUE,,,loop,loop,,FALSE,TRUE,100.0,,,,,,,,2222.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1531.jpg?v=1744478357,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1528.jpg?v=1744478357,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1534.jpg?v=1744478141,,,,,,,,,,,,,,,
,make-a-statement,Make A Statement,,"<p><strong>Founder’s note :</strong><br>The shape is so unique, and that soft pearly white just glows. I'm lowkey obsessed. It’s adjustable too, so perfect for gifting—even if you don’t know her ring size. <br></p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/mas.jpg?v=1725914277,,,,,,,,,,,,,ring,TRUE,,,MAS,MAS,,FALSE,TRUE,0.0,,,,,,,,699.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/mas.jpg?v=1725914277,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-01h23m26s965.png?v=1725915133,,,,,,,,,,,,,,,,
,mermaids-necklace,Mermaid's Necklace,,"<p>Straight from Atlantic, a beachy necklace only for the mermaids. </p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-21h05m41s696-2.jpg?v=1734450890,,,,,,,,,,,,,pendant,TRUE,,,Forever Flower,Forever Flower,,FALSE,TRUE,48.0,,,,,,,,1899.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-21h05m41s696-2.jpg?v=1734450890,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-21h06m02s690.jpg?v=1734450890,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-21h06m38s487.jpg?v=1734450890,,,,,,,,,,,,,,,
,mirchi,Mirchi,,"<p><strong>Founder’s note :</strong><br>I made this thinking of Bombay &amp; Vada Pav—and somehow, it turned into everyone’s fav piece. Mirchi is small, spicy, and makes you feel like you did something right with your outfit. Gifting this? Just know they’ll talk about it. PS: we were wiped out during Valentine’s, so yeah… people get it.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5224.jpg?v=1760969116,,,,,,,,,,,,,ear,TRUE,,,Mirchi,Mirchi,,FALSE,TRUE,40.0,,,,,,,,799.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5224.jpg?v=1760969116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-19-21h00m54s272.png?v=1760969116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2025-10-02_at_12.54.36_PM_1.jpg?v=1760969116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-19-21h00m58s112.png?v=1760969116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-19-21h01m27s437.png?v=1760969116,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2025-10-02_at_12.54.27_PM.jpg?v=1760967808,,,,,,,,,,,,
,my-heart,My Heart,,"<p>Trust me, this one is my fav. No description, just buy it. If you don't like it, full refund. It's that close to my heart</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7675.jpg?v=1732801204,,,,,,,,,,,,,pendant,TRUE,,,My Heart,My Heart,,FALSE,TRUE,0.0,,,,,,,,999.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7675.jpg?v=1732801204,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3800.heic?v=1726362149,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3779.heic?v=1726361929,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5244.jpg?v=1732801203,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5248.jpg?v=1732801204,,,,,,,,,,,,,
,ocean-drop,Ocean Drop,,"<p><strong>Founder’s note :</strong><br>I mean, blue’s my fave, so I was already sold. The teardrop shimmer, the gold contrast, love it. I reach for it on days when I want to feel a little extra magic without trying too hard. Everyone who gets it ends up wearing it way more than they thought.<img src=""https://em-content.zobj.net/source/apple/391/blue-heart_1f499.png"" loading=""lazy"" alt=""emoji-timeline"" width=""13"" height=""13""></p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ocean_drop_blue_pendant.jpg?v=1754695786,,,,,,,,,,,,,,TRUE,,,Ocean Drop,Ocean Drop,,FALSE,TRUE,48.0,,,,,,,,1499.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ocean_drop_blue_pendant.jpg?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h27m51s977.png?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8512.jpg?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_0af11752-1942-43e6-8e93-9c01c45c1f7f.jpg?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h28m58s548.png?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h27m42s991.png?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h28m18s451.png?v=1754695786,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h29m04s545.png?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h27m59s159.jpg?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h27m55s007.png?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5045.png?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5060.png?v=1754695786,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1263.jpg?v=1754695515,,,,
,oh-so-cute,Oh! So Cute,,"<p>FYI, bows are the new things so if you don’t have these, you’re probably missing out🎀</p>
<p>One of a kind, we only have around 30 pieces of this beaut. It features an adorable ribbon bow and a tassel snake chain. </p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-13-14h17m49s649.jpg?v=1726222740,,,,,,,,,,,,,ear,TRUE,,,OSC,OSC,,FALSE,TRUE,0.0,,,,,,,,999.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-13-14h17m49s649.jpg?v=1726222740,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-13-15h21m30s599.jpg?v=1726222741,,,,,,,,,,,,,,,,
,old-money-rings,Old Money Rings,,"<p><strong>Founder’s note :</strong><br>One of our most thoughtful (and best-looking) pieces. This is a gift that means something. We made these for opposites—Siblings, couples, best friends. Whether you pair them or wear one solo, the design feels simple, stylish, and one of those pieces people always ask about.</p>
<p> </p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9167.jpg?v=1760973405,,,,,,,,,,,,,ring,TRUE,,,Opposites Attract-1,Opposites Attract-1,,FALSE,TRUE,0.0,,,,,,,,1699.0,Color,Both Rings,Ring size,6,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9167.jpg?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-28-19h16m18s615.png?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9165.jpg?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsAppImage2024-11-27at8.35.10PM.jpg?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsAppImage2024-11-27at8.35.11PM.jpg?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-28-19h16m33s549.png?v=1760973405,,,,,,,,,,,,
,old-money-rings,Old Money Rings,,"<p><strong>Founder’s note :</strong><br>One of our most thoughtful (and best-looking) pieces. This is a gift that means something. We made these for opposites—Siblings, couples, best friends. Whether you pair them or wear one solo, the design feels simple, stylish, and one of those pieces people always ask about.</p>
<p> </p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9167.jpg?v=1760973405,,,,,,,,,,,,,ring,TRUE,,,Opposites Attract-1-back-ring-6,Opposites Attract-1-back-ring-6,,FALSE,TRUE,0.0,,,,,,,,899.0,Color,Only Back Ring,Ring size,6,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9167.jpg?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-28-19h16m18s615.png?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9165.jpg?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsAppImage2024-11-27at8.35.10PM.jpg?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsAppImage2024-11-27at8.35.11PM.jpg?v=1760973405,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-28-19h16m33s549.png?v=1760973405,,,,,,,,,,,,
,pearl-clasp,Pearl Clasp,,"<p><meta charset=""utf-8""><span id=""docs-internal-guid-0249b6dc-7fff-279d-eeec-59f41f8b970f"">It’s a 2 piece set and it’s sooooo versatile. looks so minimal and pretty!</span></p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7092_1.jpg?v=1753031411,,,,,,,,,,,,,necklace,TRUE,,,Pearl Clasp,Pearl Clasp,,FALSE,TRUE,400.0,,,,,,,,1699.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7092_1.jpg?v=1753031411,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7078.jpg?v=1753031322,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7073.jpg?v=1753031322,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7093.jpg?v=1753031322,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7082.jpg?v=1753031322,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_3f4dc4cb-a186-41e6-824e-7bdffbcfc8b1.jpg?v=1753031322,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_55c268a5-d6e7-4252-9234-9348cf61b6c6.jpg?v=1753031322,pendant,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_664f073f-9f26-4c89-9ab5-cb4b14905307.jpg?v=1753031322,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7087.jpg?v=1753031322,,,,,,,,
,pearl-dots,Pearl Dots,,<p>Cute dots on your ears</p>,draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-30-04h36m06s240.png?v=1727651270,,,,,,,,,,,,,ear,TRUE,,,Pearl Dots,Pearl Dots,,FALSE,TRUE,0.0,,,,,,,,249.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-30-04h36m06s240.png?v=1727651270,,,,,,,,,,,,,,,,,
,pearly,Pearly,,"<p>For the pearlies out there, wear it on one ear or both, you're gonna attract eyes</p>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1459_40e95d40-7403-4b0f-86b9-7be13311b143.jpg?v=1726609188,,,,,,,,,,,,,ear,TRUE,,,Pearly,Pearly,,FALSE,TRUE,0.0,,,,,,,,999.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1459_40e95d40-7403-4b0f-86b9-7be13311b143.jpg?v=1726609188,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2024-09-12_at_5.08.46_PM.jpg?v=1726607478,,,,,,,,,,,,,,,,
,queens-blessing,Attract That Money Earrings,,"<p>These aren't just gold earrings or coin earrings; they're your personal prosperity charms.</p>
<p>Rock these statement earrings as you chase your goals and manifest your dreams into reality. <br>These waterproof earrings are crafted to withstand your busy life, but it's your belief that unlocks their true power. Wear them with confidence and purpose, and watch the universe conspire to bring your desires to life.</p>
<p data-sourcepos=""3:1-3:130""><br><strong></strong></p>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_7b9bb060-2b71-417b-8b07-c3e5e61c71e7.jpg?v=1717249512,,,,,,,,,,,,,ear,TRUE,,,ATME - Rose Gold,ATME - Rose Gold,,FALSE,TRUE,0.0,,,,,,,,499.0,Material,Rose Gold,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_7b9bb060-2b71-417b-8b07-c3e5e61c71e7.jpg?v=1717249512,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_591ea595-aec2-48df-ab70-3ad6b12e94e3.jpg?v=1717249457,,,,,,,,,,,,,,,,
,queens-blessing,Attract That Money Earrings,,"<p>These aren't just gold earrings or coin earrings; they're your personal prosperity charms.</p>
<p>Rock these statement earrings as you chase your goals and manifest your dreams into reality. <br>These waterproof earrings are crafted to withstand your busy life, but it's your belief that unlocks their true power. Wear them with confidence and purpose, and watch the universe conspire to bring your desires to life.</p>
<p data-sourcepos=""3:1-3:130""><br><strong></strong></p>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_7b9bb060-2b71-417b-8b07-c3e5e61c71e7.jpg?v=1717249512,,,,,,,,,,,,,ear,TRUE,,,ATME - Gold,ATME - Gold,,FALSE,TRUE,0.0,,,,,,,,499.0,Material,Gold,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_7b9bb060-2b71-417b-8b07-c3e5e61c71e7.jpg?v=1717249512,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_591ea595-aec2-48df-ab70-3ad6b12e94e3.jpg?v=1717249457,,,,,,,,,,,,,,,,
,queens-fortune,Attract That Money Bracelet,,"<p>Wear it as you hustle, as you dream, as you visualise your goals.</p>
<p>This stunning gold coin bracelet is more than just an accessory; it's a daily dose of manifestation magic. Every time you glance at your wrist, it serves as a powerful affirmation, reminding you that you are open and ready to receive abundance.</p>
<p>The perfect addition to your stacking bracelet collection, this gold bracelet is a beautiful way to elevate your style while aligning yourself with prosperity.</p>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_f32dd844-2712-4e7b-bdce-9f9fafaedc1b.jpg?v=1717249422,,,,,,,,,,,,,pod,TRUE,,,ATMB - Rose Gold,ATMB - Rose Gold,,FALSE,TRUE,300.0,,,,,,,,699.0,Material,Rose Gold,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_f32dd844-2712-4e7b-bdce-9f9fafaedc1b.jpg?v=1717249422,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_591ea595-aec2-48df-ab70-3ad6b12e94e3.jpg?v=1717249457,,,,,,,,,,,,,,,,
,queens-fortune,Attract That Money Bracelet,,"<p>Wear it as you hustle, as you dream, as you visualise your goals.</p>
<p>This stunning gold coin bracelet is more than just an accessory; it's a daily dose of manifestation magic. Every time you glance at your wrist, it serves as a powerful affirmation, reminding you that you are open and ready to receive abundance.</p>
<p>The perfect addition to your stacking bracelet collection, this gold bracelet is a beautiful way to elevate your style while aligning yourself with prosperity.</p>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_f32dd844-2712-4e7b-bdce-9f9fafaedc1b.jpg?v=1717249422,,,,,,,,,,,,,pod,TRUE,,,ATMB - Gold,ATMB - Gold,,FALSE,TRUE,300.0,,,,,,,,699.0,Material,Gold,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_f32dd844-2712-4e7b-bdce-9f9fafaedc1b.jpg?v=1717249422,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_591ea595-aec2-48df-ab70-3ad6b12e94e3.jpg?v=1717249457,,,,,,,,,,,,,,,,
,queens-reign,Queen's Reign,,"<div class=""logo-gutter ng-tns-c1092752189-241 ng-star-inserted"">
<div class=""resize-observable"">
<meta charset=""utf-8""> <span id=""docs-internal-guid-9994091a-7fff-469a-872e-824137c260e5"">It’s a stack and looks so cool. so street!</span>
</div>
</div>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_cfd39683-8334-4767-820b-23da5cd38b22.jpg?v=1717246461,,,,,,,,,,,,,bracelet,TRUE,,,QR,QR,,FALSE,TRUE,0.0,,,,,,,,999.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_cfd39683-8334-4767-820b-23da5cd38b22.jpg?v=1717246461,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/4_e29ade10-649f-445a-a459-784c669009f5.jpg?v=1717246471,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_7fcc0f1b-c795-467d-a3ec-af6b310759e6.jpg?v=1717246471,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_af59a74f-9668-4c49-973d-26a5106dea09.jpg?v=1717246471,,,,,,,,,,,,,,
,s-ring,S Ring,,<p><strong>Founder’s note :</strong><br>Big energy in one ring. Can’t go wrong with this one. I wear it when I want to feel like a boss. Adjustable = stress-free gifting. 10/10 recommend.<br></p>,published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1460.jpg?v=1745090433,,,,,,,,,,,,,ring,TRUE,,,S Ring,S Ring,,FALSE,TRUE,0.0,,,,,,,,999.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1460.jpg?v=1745090433,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_4888.png?v=1745090433,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2025-06-24_at_1.12.19_PM.jpg?v=1750753736,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-03-04h08m54s833.png?v=1750753736,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_4996.png?v=1750753736,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_4902.png?v=1750753736,,,,,,,,,,,,
